id;available;url;price;currencyId;category;picture;name;description
16542;true;http://izrael-cosmetics.ru/product/%d0%b8%d0%bd%d1%82%d0%b5%d0%bd%d1%81%d0%b8%d0%b2%d0%bd%d0%b0%d1%8f-%d1%81%d1%8b%d0%b2%d0%be%d1%80%d0%be%d1%82%d0%ba%d0%b0-%d0%b4%d0%bb%d1%8f-%d0%bb%d0%b8%d1%86%d0%b0-%d1%81-%d0%bc%d0%b0%d1%81%d0%bb;13,552;RUR;Уход за волосами;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/mogador-intensive-facial-serum-argan-oil.jpg;Интенсивная сыворотка для лица с Маслом Арганы;-
15882;true;http://izrael-cosmetics.ru/product/alternative-plus-dead-sea-moisturizing-active-day-cream-spf-15;30,327;RUR;Крема;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/alternative-plus-dead-sea-moisturizing-active-day-cream-spf-15.jpg;Alternative Plus, Dead Sea  Moisturizing Active Day Cream SPF 15;-
7593;true;http://izrael-cosmetics.ru/product/dead-sea-anti-aging-active-night-cream-by-natural-sea-beauty;37,521;RUR;Крема;;Антивозрастной активный ночной крем от Natural Sea Beauty Dead Sea (new);-
15261;true;http://izrael-cosmetics.ru/product/ahava-age-control-day-moisterizer-time-to-smooth-spf15;97,845;RUR;Уход за телом;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/ahava-age-control-day-moisterizer-time-smooth-spf15.jpg;AHAVA Age Control Day Moisterizer, Time To Smooth,  SPF15;-
15262;true;http://izrael-cosmetics.ru/product/ahava-age-control-even-tone-sleeping-cream;103,345;RUR;Уход за телом;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/ahava-age-control-even-tone-sleeping-cream.jpg;AHAVA  Age Control Even Tone Sleeping Cream;-
17394;true;http://izrael-cosmetics.ru/product/%d0%b8%d0%bd%d1%82%d0%b5%d0%bd%d1%81%d0%b8%d0%b2%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d0%b4%d0%bb%d1%8f-%d1%80%d1%83%d0%ba-%d0%b8-%d0%bd%d0%be%d0%b3%d1%82%d0%b5%d0%b9-dead-sea-%d1%81-%d0%bc;6,248;RUR;Уход за телом;;Интенсивный Крем для рук и ногтей  Dead Sea с минералами Мертвого моря, маслом Авокадо и Алоэ;-
17393;true;http://izrael-cosmetics.ru/product/%d0%bc%d1%83%d0%bb%d1%8c%d1%82%d0%b8%d0%b2%d0%b8%d1%82%d0%b0%d0%bc%d0%b8%d0%bd%d0%bd%d1%8b%d0%b9-%d0%bc%d0%b8%d0%bd%d0%b5%d1%80%d0%b0%d0%bb%d1%8c%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d0%b4;8,855;RUR;Уход за телом;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/multi-vitamin-dead-sea-minerals-hand-cream-argan-oil_0.jpg;Мультивитаминный минеральный крем для рук Dead Sea с аргановым мавслом;-
17391;true;http://izrael-cosmetics.ru/product/%d0%bc%d1%8b%d0%bb%d0%be-%d1%81-%d0%b0%d0%b2%d0%be%d0%ba%d0%b0%d0%b4%d0%be-%d0%b0%d0%bb%d0%be%d1%8d-%d0%b2%d0%b5%d1%80%d0%b0-%d0%b8-%d0%bc%d0%b8%d0%bd%d0%b5%d1%80%d0%b0%d0%bb%d0%b0%d0%bc%d0%b8;6,248;RUR;Уход за телом;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/avocado-and-aloe-vera-natural-soap-dead-sea-minerals.jpg;Мыло с Авокадо, Алоэ Вера и Минералами;-
15341;true;http://izrael-cosmetics.ru/product/%d0%b3%d1%80%d1%8f%d0%b7%d0%b5%d0%b2%d0%b0%d1%8f-%d0%bc%d0%b0%d1%81%d0%ba%d0%b0-%d0%b4%d0%bb%d1%8f-%d0%bb%d0%b8%d1%86%d0%b0;27,093;RUR;Сыворотки и маски;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/rich-facial-dead-sea-mud-mask-sea-spa.gif;Грязевая маска для лица;-
15781;true;http://izrael-cosmetics.ru/product/bio-spa-delicate-eye-cream-with-dead-sea-minerals;8,855;RUR;Крема;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/bio-spa-delicate-eye-cream-dead-sea-minerals.jpg;Деликатный крем для глаз серии Bio Spa с минералами Мертвого моря (new);-
