"post_title","post_name","ID","post_excerpt","post_content","post_status","menu_order","post_date","post_author","comment_status","sku","downloadable","virtual","stock","regular_price","sale_price","weight","length","width","height","tax_class","visibility","stock_status","backorders","manage_stock","tax_status","upsell_ids","crosssell_ids","featured","sale_price_dates_from","sale_price_dates_to","download_limit","download_expiry","product_url","button_text","images","downloadable_files","tax:product_type","tax:product_cat","tax:product_tag","tax:product_shipping_class"
"Dead Sea Delicate Peeling Mask","dead-sea-delicate-peeling-mask","2159","","Bio Spa delicate peeling mask will cleanse your skin and promote cell renewal. ","publish","0","2016-11-10 22:56:02","0","open","15919","no","no","","1100","","","","","","","visible","instock","no","no","taxable","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-delicate-peeling-mask.jpg","","simple","Расширенный список > Маски Dead Sea|Расширенный список|Расширенный список > Солевые скрабы Dead Sea|Расширенный список > Спа - серия Sea of SPA|Сыворотки и маски|Расширенный список > Уход за лицом","",""
"Dead Sea Face and Eye Gel Serum for Men","dead-sea-face-and-eye-gel-serum-for-men","2160","","Smooth those wrinkles and nourish your skin with Sea of Spa's face and eye gel serum enriched with Dead Sea minerals and other unique ingredients.","publish","0","2017-03-18 16:48:34","3","closed","15910","no","no","","780","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-face-eye-gel-serum-men.gif","","simple","Крема|Расширенный список > Крема|Расширенный список > Мужская косметическая линия Dead Sea|Наборы|Расширенный список > Наборы|Расширенный список|Расширенный список > Скидочные наборы|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Уход за кожей вокруг глаз|Расширенный список > Уход за кожей ног|Расширенный список > Уход за кожей рук и ног|Расширенный список > Уход за лицом","",""
"Dead Sea Facial Peeling Mask by Sea of Spa","dead-sea-facial-peeling-mask-by-sea-of-spa","2161","","Dead Sea Peeling Facial Mask by Sea of Spa uses their special blend of Dead Sea minerals and salts found in the Dead Sea black mud to deep clean and repair your facial skin. Professional spa quality treatment that you can enjoy in the privacy of your own home! (артикул 15338)","publish","0","2017-03-18 16:48:38","3","closed","15338","no","no","","500","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-facial-peeling-mask-sea-spa.gif","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Маски Dead Sea|Расширенный список|Расширенный список > Солевые скрабы Dead Sea|Расширенный список > Соли Dead Sea|Расширенный список > Спа - серия Sea of SPA|Сыворотки и маски|Расширенный список > Сыворотки и маски|Расширенный список > Уход за лицом|Уход за телом","",""
"Dead Sea Facial Peeling Gel for Men by Sea of spa","dead-sea-facial-peeling-gel-for-men-by-sea-of-spa","2162","","Enriched with Dead Sea minerals and other unique ingredients, this is the perfect product to nourish and cleanse your skin.","publish","0","2017-03-18 16:48:38","3","closed","15909","no","no","","660","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-facial-peeling-gel-men-sea-spa.gif","","simple","Расширенный список > Брэнд Dead Sea|Крема|Расширенный список|Расширенный список > Солевые скрабы Dead Sea|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Уход за лицом","",""
"Dead Sea Foot Repair Cream by Natural Sea Beauty","dead-sea-foot-repair-cream-by-natural-sea-beauty","2163","","Keep your feet soft and relaxed with this nourishing foot repair cream that is quickly absorbed into the skin and will soften the cracked skin of your feet.","publish","0","2017-03-18 16:48:38","3","closed","7331","no","no","","660","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-foot-repair-cream-natural-sea-beauty.jpg","","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Косметические наборы Dead Sea|Расширенный список|Расширенный список > Уход за кожей ног|Уход за телом","",""
"Dead Sea Lightening Cream SPF-20","dead-sea-lightening-cream-spf-20","2164","","Health and Beauty Dead Sea Whitening Cream SPF-20 is a special, Therapeutic product that is certainly based on Vitamins, natural ingredients, and Healthy Dead Sea minerals. ","publish","0","2017-03-18 16:48:38","3","closed","16006","no","no","","660","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-lightening-cream-spf-20.jpg","","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Лечебная косметика|Расширенный список|Расширенный список > Уход за лицом","",""
"Dead Sea Minerail Lift Anti-Age Serum by Natural Sea Beauty","dead-sea-minerail-lift-anti-age-serum-by-natural-sea-beauty","2165","","A unique serum that helps to treats signs of aging and skin rejuvenation. The serum contains nourishing extracts and Dead Sea minerals which help to improve skin texture. It is Paraben Free.","publish","0","2017-03-18 16:48:43","3","closed","15801","no","no","","2250","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-minerail-lift-anti-age-serum-natural-sea-beauty.jpg","","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Расширенный список > Противовозрастная косметика Dead Sea|Расширенный список|Расширенный список > Уход за лицом","",""
"Dead Sea Minerail Lift Day Cream by Natural Sea Beauty","dead-sea-minerail-lift-day-cream-by-natural-sea-beauty","2166","","Developed using innovative technology, this rejuvenating cream is perfect for your morning skincare routine. It contains Dead Sea minerals,Alpha Hydroxides and natural extracts.","publish","0","2017-03-18 16:48:43","3","closed","15799","no","no","","2250","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-minerail-lift-day-cream-natural-sea-beauty.jpg","","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Расширенный список > Противовозрастная косметика Dead Sea|Расширенный список|Расширенный список > Уход за лицом","",""
"Dead Sea Mineral Blemish Treatment","dead-sea-mineral-blemish-treatment","2167","","Dry up acne or the occasional spot with this natural concentrate made from Dead Sea minerals that won't damage the skin or leave marks. 30 ml","publish","0","2017-03-18 16:48:43","3","closed","14921","no","no","","1820","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-mineral-blemish-treatment.jpg","","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Лечебная косметика|Расширенный список|Расширенный список > Уход за лицом|Уход за телом","",""
"Dead Sea Mineral Collagen Firming Face Cream SPF 20","dead-sea-mineral-collagen-firming-face-cream-spf-20","2168","","Facial moisturizer for daily use firms and rejuvenates skin damaged by sun exposure and aging. Contains vitamins, plant extracts, and Dead Sea minerals 50 ml jar","publish","0","2017-03-18 16:48:47","3","closed","14923","no","no","","630","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-mineral-collagen-firming-face-cream-spf-20.jpg","","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Грязи Dead Sea|Расширенный список > Для душа|Лечебная косметика|Расширенный список > Маски Dead Sea|Расширенный список > Противовозрастная косметика Dead Sea|Расширенный список|Сыворотки и маски|Расширенный список > Сыворотки и маски|Расширенный список > Уход за лицом|Уход за телом","",""
"Dead Sea Mineral Shower Gel by Natural Sea Beauty","dead-sea-mineral-shower-gel-by-natural-sea-beauty","2169","","Mineral Shower Gel gently deep-cleans your skin. Enriched with natural Dead Sea Minerals. This unique gel is perfumed with energizing essential oils.10.5 FL.OZ. (220 ml)","publish","0","2017-03-18 16:48:47","3","closed","7340","no","no","","660","","","","","","","visible","instock","no","no","none","","","no","","","","","","","","","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Мыла Dead Sea|Парфюмерия и дезодоранты|Расширенный список","",""
"Dead Sea Minerals Anti-Crack Multi-Vitamin Foot Treatment, 250 ml","dead-sea-minerals-anti-crack-multi-vitamin-foot-treatment-250-ml","2170","","Dead Sea minerals multi-vitamin enriched foot treatment cream that not only moisturizes but also heals cracked skin.250 ml tube (артикул 14945)","publish","0","2017-03-18 16:48:47","3","closed","14945","no","no","","280","","","","","","","visible","instock","no","no","none","","","no","","","","","","","","","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Косметические наборы Dead Sea|Лечебная косметика|Расширенный список|Расширенный список > Уход за кожей ног|Уход за телом","",""
"Dead Sea Minerals Aromatic Moisturizing Body Butter 360 ml","dead-sea-minerals-aromatic-moisturizing-body-butter-360-ml","2171","","Omega 3 & 6 along with Shea butter and aromatic herbs and oils form this soothing moisterizing body butter. Recommended for use before and after childbirth or when dieting. For dry skin360 ml","publish","0","2017-03-18 16:48:47","3","closed","15014","no","no","","630","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-minerals-aromatic-moisturizing-body-butter-360-ml.jpg","","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Лечебная косметика|Расширенный список|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Dead Sea Minerals Nourishing and Firming Night Cream","dead-sea-minerals-nourishing-and-firming-night-cream","2172","","Silky feeling cream, based on an innovative technology, that provides optimum nourishment for tired looking skin. Let it rejuvinate your skin while you sleep!50 ml","publish","0","2017-03-18 16:48:52","3","closed","14946","no","no","","470","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-minerals-nourishing-and-firming-night-cream.jpg","","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Лечебная косметика|Расширенный список|Расширенный список > Уход за лицом|Уход за телом","",""
"Dead Sea Minerial Lift Eye Cream by Natural Sea Beauty","dead-sea-minerial-lift-eye-cream-by-natural-sea-beauty","2173","","Nourish your skin with this refreshing and unique Minerial Lift Eye Cream designed with innovative technology and enriched with Dead Sea minerals and essential extracts to hydrate and nourish the skin around the eye.","publish","0","2017-03-18 16:48:56","3","closed","15800","no","no","","2250","","","","","","","visible","instock","no","no","none","","","no","","","","","","","","","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Расширенный список > Противовозрастная косметика Dead Sea|Расширенный список|Расширенный список > Уход за кожей вокруг глаз","",""
"Dead Sea Minerial Lift Night Cream by Natural Sea Beauty","dead-sea-minerial-lift-night-cream-by-natural-sea-beauty","2174","","Smooth and rejuvenate your skin with this innovational night lift cream from Natural Sea Beauty. The cream contains essentials oils, innovative formulas and extracts that together moisturize and reduce wrinkles.","publish","0","2017-03-18 16:48:56","3","closed","15802","no","no","","1630","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-minerial-lift-night-cream-natural-sea-beauty.jpg","","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Расширенный список > Противовозрастная косметика Dead Sea|Расширенный список|Расширенный список > Уход за лицом","",""
"Dead Sea Moisturizing Night Cream for Men","dead-sea-moisturizing-night-cream-for-men","2175","","Treat your skin to this unique Sea of Spa's Metrosexual Biomimetic Moisturizing Recovery Night Cream for Men will provide your skin with the nourishment and care that it needs.","publish","0","2017-03-18 16:48:56","3","closed","15911","no","no","","660","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-moisturizing-night-cream-men.gif","","simple","Расширенный список > Брэнд Dead Sea|Крема|Расширенный список > Мужская косметическая линия Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Уход за лицом","",""
"Dead Sea Mud Mask for Excellent Skin","dead-sea-mud-mask-for-excellent-skin","2176","","This is perhaps the most effective face pack that you will find.  This Dead Sea mud mask gives you all the therapeutic benefits of the lowest point on earth.  Packed full of Dead Sea minerals, you will see the difference.","publish","0","2017-03-18 16:48:56","3","closed","15768","no","no","","2250","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-mud-mask-excellent-skin.gif","","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Лечебная косметика|Расширенный список > Маски Dead Sea|Расширенный список|Сыворотки и маски|Расширенный список > Сыворотки и маски","",""
"Dead Sea Multi-Intensive Foot Cream by Sea of Spa","dead-sea-multi-intensive-foot-cream-by-sea-of-spa","2177","","Intense, rich protective foot cream made from mulitple essential minerals from the Dead Sea and produced by Sea of Spa help restore the natural smoothness and suppleness to your feet, repairing cracked calloused heels and skin. Nourish and moisturize your dry rough skin and enjoy softer feeling feet after only a few applications. 150 ml tube","publish","0","2017-03-18 16:49:05","3","closed","15331","no","no","","370","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-multi-intensive-foot-cream-sea-spa.gif","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Косметические наборы Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Уход за кожей ног|Уход за телом","",""
"Dead Sea Питающий морковный крем (new)","dead-sea-%d0%bf%d0%b8%d1%82%d0%b0%d1%8e%d1%89%d0%b8%d0%b9-%d0%bc%d0%be%d1%80%d0%ba%d0%be%d0%b2%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-new","2178","","Этот уникальный питающий и увлажняющий крем обогащен морковным маслом, минералами Мертвого моря и другими необходимыми компонентами. Крем является противовозрастным и создан на основе натуральных ингредиентов.<br>(артикул 15998)","publish","0","2017-03-18 16:49:49","3","closed","15998","no","no","","530","","","","","","","visible","instock","no","no","none","","","no","","","","","","","","","simple","Расширенный список > Health and Beauty Cosmetics|Крема|Лечебная косметика|Расширенный список|Расширенный список > Уход за лицом","",""
"Dead Sea Perfume Oil","dead-sea-perfume-oil","2179","","Perfume oil that is easily absorbed, effective and with a sensual aroma. This perfume oil is available in a variety of hypnotic scents.","publish","0","2017-03-18 16:49:05","3","closed","16005","no","no","","660","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-perfume-oil.gif","","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Лечебная косметика|Расширенный список > Парфюмерия|Парфюмерия и дезодоранты|Расширенный список","",""
"Dead Sea Защитный мужской крем против морщин SPF-15 (new)","dead-sea-%d0%b7%d0%b0%d1%89%d0%b8%d1%82%d0%bd%d1%8b%d0%b9-%d0%bc%d1%83%d0%b6%d1%81%d0%ba%d0%be%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d0%bf%d1%80%d0%be%d1%82%d0%b8%d0%b2-%d0%bc%d0%be%d1%80%d1%89%d0%b8%d0%bd","2180","","Защитный мужской крем против морщин SPF-15 содержит уникальную формулу для предохранения от морщин и защиты кожи от ультрафиолета (артикул 15890)","publish","0","2017-03-18 16:49:36","3","closed","15890","no","no","","660","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-protective-anti-wrinkle-cream-spf-15-men.gif","","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Грязи Dead Sea|Расширенный список > Для душа|Крема|Лечебная косметика|Расширенный список > Мужская косметическая линия Dead Sea|Расширенный список > Противовозрастная косметика Dead Sea|Расширенный список|Расширенный список > Уход за лицом","",""
"Dead Sea Protective Sun Cream SPF15","dead-sea-protective-sun-cream-spf15","2181","","Sea of Spa Protective Sun Cream Spf 15 is a special moisturizer for face and body that offers SPF-15 protection from UVA and UVB Solar radiation forr approximately 80 minutes. This cream is waterproof for today's active lifestyles.","publish","0","2017-03-18 16:49:05","3","closed","15970","no","no","","530","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-protective-sun-cream-spf15.gif","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Солнцезащитные крема Dead Sea|Расширенный список > Спа - серия Sea of SPA|Уход за телом","",""
"Dead Sea Protective Sun Cream SPF30","dead-sea-protective-sun-cream-spf30","2182","","SPF 30 Sea of Spa Cream really is a unique moisturizing lotion intended for facial and body skin, which offers SPF-30 protection from Ultraviolet Solar rays, for roughly eighty additional minutes. This particular cream is actually water resistant for modern active lifestyles.","publish","0","2017-03-18 16:49:10","3","closed","15971","no","no","","840","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-protective-sun-cream-spf30.gif","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Солнцезащитные крема Dead Sea|Расширенный список > Спа - серия Sea of SPA|Уход за телом","",""
"Dead Sea Protective Sun Cream SPF45","dead-sea-protective-sun-cream-spf45","2183","","Sea of Spa Protective Moisturizing Lotion SPF 45 really is a exclusive moisturizer for face and the entire body, which offers SPF-45 defense against Ultraviolet Solar radiation tor approximately eighty minutes. This particular product is actually waterproof for active lifestyles.","publish","0","2017-03-18 16:49:10","3","closed","15972","no","no","","630","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-protective-sun-cream-spf45.gif","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Солнцезащитные крема Dead Sea|Расширенный список > Спа - серия Sea of SPA|Уход за телом","",""
"Защитный спрей от солнца Dead Sea SPF 30 (new)","%d0%b7%d0%b0%d1%89%d0%b8%d1%82%d0%bd%d1%8b%d0%b9-%d1%81%d0%bf%d1%80%d0%b5%d0%b9-%d0%be%d1%82-%d1%81%d0%be%d0%bb%d0%bd%d1%86%d0%b0-dead-sea-spf-30-new","2184","","Защитный минеральный спрей от солнца Sea of Spa SPF 30 это особый вид защиты для тела и лица. Продукт обогащен специальными минералами Мертвого моря, витаминами, экстрактами ромашки и алоэ-вера для смягчения состоянии кожи.(артикул 15973)","publish","0","2017-03-18 16:53:46","3","closed","15973","no","no","","660","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-protective-sun-spray-spf30_0.gif","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Солнцезащитные крема Dead Sea|Расширенный список > Спа - серия Sea of SPA|Уход за телом","",""
"Dead Sea Psomedic , Psoriasis Multi Active Oil","dead-sea-psomedic-psoriasis-multi-active-oil","2185","","Try this aromatherapy psoriasis oil to soothe your irritable skin.  Utilizing natural Dead Sea minerals, this oil will release unique healing properties to provide relief from psoriasis and skin irritation.","publish","0","2017-03-18 16:49:10","3","closed","15599","no","no","","7260","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-psomedic-psoriasis-multi-active-oil.gif","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Крема от псориаза Dea Sea|Лечебная косметика|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Dead sea Psomedic, Psoriasis Multi Active Cream","dead-sea-psomedic-psoriasis-multi-active-cream","2186","","Relief from psoriasis can now become a reality, thanks to this easy to use psoriasis cream.  Full of Dead Sea minerals, just use this cream regularly and see the results.","publish","0","2016-11-10 22:56:14","0","open","15598","no","no","","3450","","","","","","","visible","instock","no","no","taxable","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-psomedic-psoriasis-multi-active-cream.gif","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Крема от псориаза Dea Sea|Лечебная косметика|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Спа и уход за телом|Уход за телом","",""
"Dead Sea Psometic, Psoriasis Treatment Kit","dead-sea-psometic-psoriasis-treatment-kit","2187","","This is your one stop shop for relief from psoriasis.  Containing both psoriasis cream and psoriasis oil, both full of Dead Sea minerals, this kit will relieve your irritable skin. ","publish","0","2017-03-18 16:49:14","3","closed","15597","no","no","","15840","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-psometic-psoriasis-treatment-kit.gif","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Крема от псориаза Dea Sea|Лечебная косметика|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Dead Sea Psoriasis Cream for Skin Relief","dead-sea-psoriasis-cream-for-skin-relief","2188","","The Dead Sea is a center for therapeutic treatments, thanks to the rich Dead Sea minerals found in the region.  Now you can cure psoriasis and other skin ailments thanks to the special blend of minerals in this excellent cream.","publish","0","2016-11-10 22:56:15","0","open","15770","no","no","","2380","","","","","","","visible","instock","no","no","taxable","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-psoriasis-cream-skin-relief.gif","","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Крема от псориаза Dea Sea|Лечебная косметика|Расширенный список","",""
"Dead Sea Purifying Mud Facial Mask by Natural Sea Beauty","dead-sea-purifying-mud-facial-mask-by-natural-sea-beauty","2189","","Pamper your skin with a much needed deep cleanse with Natural Sea Beauty Fresh Purifying Mud Mask, containing Dead Sea minerals and mud. ","publish","0","2017-03-18 16:49:14","3","closed","7304","no","no","","1820","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-purifying-mud-facial-mask-natural-sea-beauty.gif","","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Маски Dead Sea|Расширенный список|Сыворотки и маски|Расширенный список > Сыворотки и маски|Расширенный список > Уход за лицом","",""
"Dead Sea Purifying Mud Shampoo by Natural Sea Beauty","dead-sea-purifying-mud-shampoo-by-natural-sea-beauty","2190","","Natural Sea Beauty Cosmetics, Mud and Minerals from the Dead Sea.Specially formulated for normal to oily hair, this unique formula to oily hair, this unique formula is enriched with Tiberius Hot Spring's Mud","publish","0","2017-03-18 16:49:14","3","closed","6823","no","no","","600","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-purifying-mud-shampoo-natural-sea-beauty.jpg","","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Мыла Dead Sea|Расширенный список|Уход за волосами|Расширенный список > Уход за волосами|Расширенный список > Шампуни Dead Sea","",""
"Dead Sea Repair Body Lotion 10% Urea by Natural Sea Beauty","dead-sea-repair-body-lotion-10-urea-by-natural-sea-beauty","2191","","Natural Sea Beauty excels in the area of cosmetic products because they utilise the minerals of the dead sea to great effect, moisturising the skin and rejuvenating it to the healthiest state of being. Their  Minerial Repair Body Lotion is a wonderful choice for your skin’s health and happiness.","publish","0","2017-03-18 16:49:19","3","closed","16992","no","no","","1820","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-repair-body-lotion-10-urea-natural-sea-beauty.jpg","","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Расширенный список|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Dead Sea Salt by Natural Sea Beauty","dead-sea-salt-by-natural-sea-beauty","2192","","100% pure Dead Sea bath salt? ?elax after a hard day’s work with this soothing Natural Sea Beauty Minerial Body Pure Bath Salts which contains pure Dead Sea salt. .17.6 OZ. (500 gr)","publish","0","2017-03-18 16:49:19","3","closed","7573","no","no","","560","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-salt-natural-sea-beauty.jpg","","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Крема от псориаза Dea Sea|Расширенный список|Расширенный список > Соли Dead Sea|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Dead Sea Salt Scrub by Natural Sea Beauty","dead-sea-salt-scrub-by-natural-sea-beauty","2193","","Skin care routine is an important part of keeping the skin healthy and nourished. The Body Salt and Oil Scrub, enriched with oils and Dead Sea Salt is the perfect cosmetic to help keep your skin clean and soft.250 ml / 8.45 fl oz","publish","0","2017-03-18 16:49:19","3","closed","16989","no","no","","1820","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-salt-scrub-natural-sea-beauty.jpg","","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Солевые скрабы Dead Sea|Расширенный список > Спа и уход за телом|Сыворотки и маски|Уход за телом|Расширенный список > Уход за телом","",""
"Dead Sea Skin Recovery Cream by Natural Sea Beauty","dead-sea-skin-recovery-cream-by-natural-sea-beauty","2194","","Natural Sea Beauty has a range of unique creams and other cosmetics that utilize the healing power of the Dead Sea, The mineral rich dead sea mud makes these cosmetics chock full of the essential minerals to keep your skin moist and healthy. Natural Sea Beauty Minerial Repair Recovery Cream is the perfect product for you if your skin could use some pampering, if it is not healthy then this is the first step on the road to recovery.","publish","0","2017-03-18 16:49:24","3","closed","16998","no","no","","690","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-skin-recovery-cream-natural-sea-beauty.jpg","","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Спа и уход за телом|Расширенный список > Уход за лицом|Уход за телом|Расширенный список > Уход за телом","",""
