"post_title","post_name","ID","post_excerpt","post_content","post_status","menu_order","post_date","post_author","comment_status","sku","downloadable","virtual","stock","regular_price","sale_price","weight","length","width","height","tax_class","visibility","stock_status","backorders","manage_stock","tax_status","upsell_ids","crosssell_ids","featured","sale_price_dates_from","sale_price_dates_to","download_limit","download_expiry","product_url","button_text","images","downloadable_files","tax:product_type","tax:product_cat","tax:product_tag","tax:product_shipping_class"
"Sea of Spa Серное Мыло, Dead Sea","sea-of-spa-%d1%81%d0%b5%d1%80%d0%bd%d0%be%d0%b5-%d0%bc%d1%8b%d0%bb%d0%be-dead-sea","1917","","Сера - ключевой противовоспалительный ингредиент в косметике Sea of Spa. <br>Проникая в глубокие слои кожи, она нормализует обмен веществ и предотвращает появление угрей  и прыщей.<br>Мыло глубоко очищает, восстанавливает pH кожи, способствует регенерации клеток.<br>Рекомендовано для всех типов кожи<br><br>100 г<br><br> (артикул 15324)","publish","0","2017-03-18 16:52:35","3","closed","15324","no","no","","170","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/sea-spa-sulfur-dead-sea-soap.jpg","","simple","Расширенный список > AHAVA - серия|Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Лечебная серия Dead Sea|Расширенный список > Мыла Dead Sea|Расширенный список > Противовоспалительная продукция ухода за лицом Dead Sea|Расширенный список|Расширенный список > Соли Dead Sea|Расширенный список > Спа - серия Sea of SPA|Уход за телом","",""
"Sea of Spa Шампунь с черной глиной Мертвого Моря","sea-of-spa-%d1%88%d0%b0%d0%bc%d0%bf%d1%83%d0%bd%d1%8c-%d1%81-%d1%87%d0%b5%d1%80%d0%bd%d0%be%d0%b9-%d0%b3%d0%bb%d0%b8%d0%bd%d0%be%d0%b9-%d0%bc%d0%b5%d1%80%d1%82%d0%b2%d0%be%d0%b3%d0%be-%d0%bc%d0%be","1918","","Продукт предназначен для сухих волос.<br><br>Шампунь обогащен маслом Облепихи и минералами Мертвого Моря.<br>Содержит антиоксиданты, жирные кислоты, витамины, Омега 3, 6  и 9 - жирные кислоты. <br><br>Волосы становятся сильными, блестящими и без секущихся кончиков<br><br>400 мл<br><br>(артикул 15853)","publish","0","2017-03-18 16:52:45","3","closed","15853","no","no","","530","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/sea-spa-dead-sea-black-mud-shampoo.jpg","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Грязи Dead Sea|Расширенный список > Для душа|Крема|Расширенный список > Крема|Расширенный список > Лечебная серия Dead Sea|Расширенный список > Маски Dead Sea|Расширенный список > Мыла Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Сыворотки и маски|Расширенный список > Сыворотки и маски|Уход за волосами|Расширенный список > Уход за волосами|Расширенный список > Уход за кожей рук и ног|Расширенный список > Шампуни Dead Sea","",""
"АГАВА несмываемый интенсивный крем для ног из грязей Мертвого моря Dermud","%d0%b0%d0%b3%d0%b0%d0%b2%d0%b0-%d0%bd%d0%b5%d1%81%d0%bc%d1%8b%d0%b2%d0%b0%d0%b5%d0%bc%d1%8b%d0%b9-%d0%b8%d0%bd%d1%82%d0%b5%d0%bd%d1%81%d0%b8%d0%b2%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d0%b4","1919","","Dermud - интенсивный крем для ног для чувствительной и сухой кожи из эксклюзивной смеси минералов Мертвого моря от АГАВА. Насыщенный крем, который защищает кожу от воздействий, заживляет трещины, смягчает грубую кожу и питает даже самую сухую кожу. Не содержит парабенов и дерматологически протестирован. 100 мл, 3.4 унций тюбик","publish","0","2017-03-18 16:53:11","3","closed","15212","no","no","","650","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/ahava-leave-deadsea-mud-dermud-intensive-foot-cream_1.jpg","","simple","Расширенный список > AHAVA - серия|Расширенный список > Брэнд Dead Sea|Расширенный список > Косметические наборы Dead Sea|Расширенный список|Расширенный список > Уход за кожей ног|Уход за телом","",""
"Dead Sea Exfoliating Soap","dead-sea-exfoliating-soap","1920","","Hypoallergenic soap enriched with vitamins, minerals, and natural plant extracts cleanses, exfoliates, and purifies skin.125 gr bar","publish","0","2017-03-18 16:48:34","3","closed","13178","no","no","","280","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2017/03/dead-sea-exfoliating-soap.jpg","","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Грязи Dead Sea|Расширенный список > Для душа|Лечебная косметика|Расширенный список > Маски Dead Sea|Расширенный список > Мыла Dead Sea|Расширенный список > Противовозрастная косметика Dead Sea|Расширенный список|Сыворотки и маски|Расширенный список > Сыворотки и маски|Уход за телом","",""
"Антивозрастной облепиховый увлажняющий крем для лица с минералами Мертвого Моря, SPF20","%d0%b0%d0%bd%d1%82%d0%b8%d0%b2%d0%be%d0%b7%d1%80%d0%b0%d1%81%d1%82%d0%bd%d0%be%d0%b9-%d0%be%d0%b1%d0%bb%d0%b5%d0%bf%d0%b8%d1%85%d0%be%d0%b2%d1%8b%d0%b9-%d1%83%d0%b2%d0%bb%d0%b0%d0%b6%d0%bd%d1%8f%d1%8e","1921","","Питает и увлажняет кож. Минералы Мертвого Моря и растительные экстракты помогают избавиться от морщин и не жирнят кожу. Защищает от УФ - воздействия. Для нормальной и сухой кожи","publish","0","2017-03-18 16:53:11","3","closed","14904","no","no","","630","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/anti-aging-sea-buckthorn-obliphica-facial-moisturizer-spf-20-dead-sea-minerals.jpg","","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Лечебная косметика|Расширенный список|Расширенный список > Уход за кожей вокруг глаз","",""
"Антипсориазное мыло, Dead Sea","%d0%b0%d0%bd%d1%82%d0%b8%d0%bf%d1%81%d0%be%d1%80%d0%b8%d0%b0%d0%b7%d0%bd%d0%be%d0%b5-%d0%bc%d1%8b%d0%bb%d0%be-dead-sea","1922","","Натуральное гипоаллергенное мыло, обогащенное специальными минералами Мертвого Моря.<br><br>Основные элементы: натрий, кальций и калий. Из травяных экстрактов в мыле содержится календула, масло чайного дерева и другие растительные компоненты.<br><br>Правильное сочетание дает возможность воздействовать на кожу, очищая ее, но не раздражая пораженные участки.<br><br>Уже через 3 недели наступает заметное видимое улучшение кожи.<br><br>(артикул 155600)","publish","0","2017-03-18 16:53:11","3","closed","155600","no","no","","530","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/psoriasis-skin-relief-dead-sea-soap.gif","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Крема от псориаза Dea Sea|Лечебная косметика|Расширенный список > Мыла Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Уход за телом","",""
"Антицеллюлитное мыло с водорослями, Sea of Spa, Dead Sea","%d0%b0%d0%bd%d1%82%d0%b8%d1%86%d0%b5%d0%bb%d0%bb%d1%8e%d0%bb%d0%b8%d1%82%d0%bd%d0%be%d0%b5-%d0%bc%d1%8b%d0%bb%d0%be-%d1%81-%d0%b2%d0%be%d0%b4%d0%be%d1%80%d0%be%d1%81%d0%bb%d1%8f%d0%bc%d0%b8-sea-of-sp","1923","","Содержит водоросли Мертвого Моря и Минералы. <br><br>Мыло действует как скраб, плюс, проникая в более глубокие слои кожи, истончает целлюлитный слой. Увлажняет и питает<br><br>Подходит для всех типов кожи.<br>100 г<br><br>(артикул 15323)","publish","0","2017-03-18 16:53:17","3","closed","15323","no","no","","170","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/sea-spa-seaweed-anti-cellulite-dead-sea-soap.jpg","","simple","Расширенный список > AHAVA - серия|Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Мыла Dead Sea|Расширенный список|Расширенный список > Соли Dead Sea|Расширенный список > Спа - серия Sea of SPA|Сыворотки и маски|Уход за телом","",""
"Антицеллюлитное мыло с Минералами и Морскими Водорослями, Dead Sea","%d0%b0%d0%bd%d1%82%d0%b8%d1%86%d0%b5%d0%bb%d0%bb%d1%8e%d0%bb%d0%b8%d1%82%d0%bd%d0%be%d0%b5-%d0%bc%d1%8b%d0%bb%d0%be-%d1%81-%d0%bc%d0%b8%d0%bd%d0%b5%d1%80%d0%b0%d0%bb%d0%b0%d0%bc%d0%b8-%d0%b8-%d0%bc","1924","","Массажное мыло.  <br><br>Водоросли Мертвого Моря воздействуют на целлюлитную  прослойку, истончая ее.<br>Минералы Мертвого Моря поддерживают увлажненность кожи.<br><br>Водоросли так же содержат вещества, помогающие организму расщеплять жиры подкожно-жировой клетчатки.<br><br>125 г<br><br>(артикул 15914)","publish","0","2017-03-18 16:53:17","3","closed","15914","no","no","","160","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/anti-cellulite-minerals-and-seaweed-125gr-dead-sea-soap.gif","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Мыла Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Уход за телом","",""
"Антицеллюлитное мыло с Морскими Водорослями и Минералами, Dead Sea Soap","%d0%b0%d0%bd%d1%82%d0%b8%d1%86%d0%b5%d0%bb%d0%bb%d1%8e%d0%bb%d0%b8%d1%82%d0%bd%d0%be%d0%b5-%d0%bc%d1%8b%d0%bb%d0%be-%d1%81-%d0%bc%d0%be%d1%80%d1%81%d0%ba%d0%b8%d0%bc%d0%b8-%d0%b2%d0%be%d0%b4%d0%be","1925","","Мыло содержит уникальные водоросли, помогающие бороться с целлюлитом. <br><br>Мыло эффективно очищает верхний слой кожи и истончает целлюлитный слой, находящийся на более глубоких уровнях кожи. <br><br>Содержит Минералы Мертвого Моря, питающие кожу и поддерживающие ее естественный уровень увлажненности. <br><br>Подходит для ежедневного использования.<br><br>200 г<br><br>(артикул 15915)","publish","0","2017-03-18 16:53:17","3","closed","15915","no","no","","340","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/anti-cellulite-seaweed-and-minerals-dead-sea-soap.gif","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Мыла Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Уход за телом","",""
"Антицеллюлитное мыло, Dead Sea","%d0%b0%d0%bd%d1%82%d0%b8%d1%86%d0%b5%d0%bb%d0%bb%d1%8e%d0%bb%d0%b8%d1%82%d0%bd%d0%be%d0%b5-%d0%bc%d1%8b%d0%bb%d0%be-dead-sea","1926","","Мыло содержит ароматические масла:  пачули, дудника, розмарина, корицу, масло семян моркови и лимона - последние два компонента известны своим жироразрушающим эффектом. <br><br>Вотрите мыло массажными движениями в кожу и оставьте на 2 минуты. <br>Видимый эффект наблюдается уже через неделю применения<br>125 г<br><br>(артикул 15228)","publish","0","2017-03-18 16:53:17","3","closed","15228","no","no","","370","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/anti-cellulite-dead-sea-soap.jpg","","simple","Расширенный список > AHAVA - серия|Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Лечебная косметика|Расширенный список > Мыла Dead Sea|Расширенный список|Уход за телом","",""
"Восстанавливающий крем для ног с комплексом Urea Мертвого моря от Natural Sea Beauty","%d0%b2%d0%be%d1%81%d1%81%d1%82%d0%b0%d0%bd%d0%b0%d0%b2%d0%bb%d0%b8%d0%b2%d0%b0%d1%8e%d1%89%d0%b8%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d0%b4%d0%bb%d1%8f-%d0%bd%d0%be%d0%b3-%d1%81-%d0%ba%d0%be%d0%bc%d0%bf","1927","","Natural Sea Beauty выделяется в области косметических продуктов использованием минералов Мертвого моря для большего эффекта, увлажнения кожи и омолаживания ее, приводя в здоровое состояние. Их Минеральный восстанавливающий лосьон для тела - это прекрасный выбор для здоровья вашей кожи и счастье.","publish","0","2017-03-18 16:53:22","3","closed","16990","no","no","","530","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-foot-repair-cream-20-urea-natural-sea-beauty.jpg","","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Косметические наборы Dead Sea|Крема|Расширенный список|Расширенный список > Уход за кожей ног","",""
"Восстанавливающий шампунь, Масло Аргана","%d0%b2%d0%be%d1%81%d1%81%d1%82%d0%b0%d0%bd%d0%b0%d0%b2%d0%bb%d0%b8%d0%b2%d0%b0%d1%8e%d1%89%d0%b8%d0%b9-%d1%88%d0%b0%d0%bc%d0%bf%d1%83%d0%bd%d1%8c-%d0%bc%d0%b0%d1%81%d0%bb%d0%be-%d0%b0%d1%80%d0%b3","1928",""," Шампунь содержит запатентованный комплекс  JAS, масло Аргана, масло Ши и масло Жожоба. <br>Такая комбинация масел восстанавливает волосы, питает кожу волос, при этом не вызывает жирности.<br><br>250 мл <br><br>(артикул 16543)","publish","0","2017-03-18 16:53:29","3","closed","16543","no","no","","390","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/mogador-restorative-shampoo-argan-oil.jpg","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Марокканское аргановое масло|Расширенный список > Мыла Dead Sea|Парфюмерия и дезодоранты|Расширенный список > Противовоспалительная продукция ухода за лицом Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Уход за волосами|Расширенный список > Уход за волосами|Расширенный список > Шампуни Dead Sea","",""
"Гель - пилинг для лица, косметика Мертвого Моря","%d0%b3%d0%b5%d0%bb%d1%8c-%d0%bf%d0%b8%d0%bb%d0%b8%d0%bd%d0%b3-%d0%b4%d0%bb%d1%8f-%d0%bb%d0%b8%d1%86%d0%b0-%d0%ba%d0%be%d1%81%d0%bc%d0%b5%d1%82%d0%b8%d0%ba%d0%b0-%d0%bc%d0%b5%d1%80%d1%82%d0%b2%d0%be","1929","","Уникальный гель с минеральными компонентами Мертвого Моря. Гель безопасен ( не сжигает) и может наносится на лицо, шею и зону декольте. Удаляет омертвевшие клетки кожи и способствует омоложению и регенерации. Гель гипоалергенный, не вызывает раздражений на коже","publish","0","2017-03-18 16:53:29","3","closed","16007","no","no","","660","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-facial-peeling-gel.jpg","","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Лечебная косметика|Расширенный список|Расширенный список > Солевые скрабы Dead Sea|Сыворотки и маски|Расширенный список > Уход за лицом","",""
"Гель для волос с облепиховым маслом и минералами Мертвого Моря","%d0%b3%d0%b5%d0%bb%d1%8c-%d0%b4%d0%bb%d1%8f-%d0%b2%d0%be%d0%bb%d0%be%d1%81-%d1%81-%d0%be%d0%b1%d0%bb%d0%b5%d0%bf%d0%b8%d1%85%d0%be%d0%b2%d1%8b%d0%bc-%d0%bc%d0%b0%d1%81%d0%bb%d0%be%d0%bc-%d0%b8-%d0%bc","1930","","Один из ключевых компонентов этого геля - водоросль  Dunaliella<br>Это красная водоросль, присутствующая только в водах Мертвого Моря.<br>Гель восстанавливает сухие волосы, поврежденные и волосы, подвергшиеся термообработке.<br>Гель смягчает, увлажняет и делает волосы гладкими.","publish","0","2017-03-18 16:53:29","3","closed","15850","no","no","","660","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/bio-spa-hair-silicon-drops-obliphica-oil-and-dead-sea-minerals.gif","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Уход за волосами|Расширенный список > Уход за волосами","",""
"Глицериновое мыло, Sea of Spa, Dead Sea","%d0%b3%d0%bb%d0%b8%d1%86%d0%b5%d1%80%d0%b8%d0%bd%d0%be%d0%b2%d0%be%d0%b5-%d0%bc%d1%8b%d0%bb%d0%be-sea-of-spa-dead-sea","1931","","Мягкое мыло с Глицерином и Минералами Мертвого Моря. Подходит для любого типа кожи, даже для аллергенной.<br><br>Мыло нежно очищает кожу, поддерживая ее естественный  pH.<br><br> 100 г <br><br>(артикул 15320)","publish","0","2017-03-18 16:53:37","3","closed","15320","no","no","","370","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/sea-spa-glycerin-soap-dead-sea-soap.jpg","","simple","Расширенный список > AHAVA - серия|Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Лечебная серия Dead Sea|Расширенный список > Мыла Dead Sea|Наборы|Расширенный список|Расширенный список > Соли Dead Sea|Расширенный список > Спа - серия Sea of SPA|Сыворотки и маски|Уход за телом","",""
"Гранатовое мыло, Dead Sea","%d0%b3%d1%80%d0%b0%d0%bd%d0%b0%d1%82%d0%be%d0%b2%d0%be%d0%b5-%d0%bc%d1%8b%d0%bb%d0%be-dead-sea","1932","","Увлажняющее антивозрастное  мыло с маслом косточек граната, облепихой, маслом Аргана и Алоэ Вера. <br><br>Экстракт граната известен своими антиокисдантными свойствами, а в сочетании с другими маслами дает замечательный омолаживающий эффект.<br><br>Содержит витамины  C, E, K и  B5. Обогащено омега 3 and 6 жирными кислотами. <br>Подходит для всех типов кожи, можно применять как маску - нанести и оставить на коже на 2 минуты. смыть теплой водой<br><br>125 г<br><br>(артикул 14928)","publish","0","2017-03-18 16:53:37","3","closed","14928","no","no","","470","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/pomegranate-aromatherapy-minerals-dead-sea-soap.jpg","","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Лечебная косметика|Расширенный список > Мыла Dead Sea|Расширенный список|Уход за телом","",""
"Гранатовый восстанавливающий крем для лица и шеи с минералами Мертвого Моря, SPF 15","%d0%b3%d1%80%d0%b0%d0%bd%d0%b0%d1%82%d0%be%d0%b2%d1%8b%d0%b9-%d0%b2%d0%be%d1%81%d1%81%d1%82%d0%b0%d0%bd%d0%b0%d0%b2%d0%bb%d0%b8%d0%b2%d0%b0%d1%8e%d1%89%d0%b8%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d0%b4","1933","","Увлажняющий антивозрастной крем с экстрактом граната и органовым маслом. Для всех типов кожи. 50 мл","publish","0","2017-03-18 16:53:37","3","closed","14924","no","no","","630","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/pomegranate-firming-face-and-neck-cream-dead-sea-minerals-spf-15.jpg","","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Грязи Dead Sea|Расширенный список > Для душа|Крема|Лечебная косметика|Расширенный список > Противовозрастная косметика Dead Sea|Расширенный список|Расширенный список > Уход за лицом","",""
"Грязевая маска для лица","%d0%b3%d1%80%d1%8f%d0%b7%d0%b5%d0%b2%d0%b0%d1%8f-%d0%bc%d0%b0%d1%81%d0%ba%d0%b0-%d0%b4%d0%bb%d1%8f-%d0%bb%d0%b8%d1%86%d0%b0","1934","","Концентрированная грязевая маска для лица. Эффект спа<br><br>Включает в себя все необходимые компоненты минерального состава и увлажняющие масла <br><br>Подходит для всех типов кожи.<br><br>Применение: использовать 2 раза в неделю, после применения нанести увлажняющий крем<br><br>Наносится на лицо, шею и зону декольте, избегая попадания в глаза. Оставить на 10-15 минут до полного высыхания. Смыть теплой водой<br><br>150 мл <br><br>(артикул 15341)","publish","0","2017-03-18 16:53:41","3","closed","15341","no","no","","1630","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/rich-facial-dead-sea-mud-mask-sea-spa.gif","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Грязи Dead Sea|Расширенный список > Маски Dead Sea|Наборы|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Сыворотки и маски|Расширенный список > Сыворотки и маски|Расширенный список > Уход за лицом","",""
"Грязевое мыло для тела","%d0%b3%d1%80%d1%8f%d0%b7%d0%b5%d0%b2%d0%be%d0%b5-%d0%bc%d1%8b%d0%bb%d0%be-%d0%b4%d0%bb%d1%8f-%d1%82%d0%b5%d0%bb%d0%b0","1935","","Мыло очищает кожу, увлажняет ее, не сушит. <br><br>Содержит минералы Мертвого Моря, стимулирующие регенерацию клеток<br><br>Содержит масло Оливы, календулы, лайма, Жожоба, выжимку розового дерева.<br><br>120 г<br>  <br><br>(артикул 16986)","publish","0","2017-03-18 16:53:41","3","closed","16986","no","no","","450","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/natural-sea-beauty-body-mud-soap.jpg","","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Мыла Dead Sea|Расширенный список|Уход за телом","",""
"H and B Bag Contains 600 gr, Dead Sea Mud","h-and-b-bag-contains-600-gr-dead-sea-mud","1936","","Bring the pampering Dead Sea experience to your skin with this pure, mineral-rich black mud from the world's lowest place. For all skin types. Individual Use Packet each 600 g./ 20.4 oz / 1.32 lbs","publish","0","2017-03-18 16:50:03","3","closed","14914","no","no","","250","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/h-b-bag-contains-600-gr-dead-sea-mud.jpg","","simple","Расширенный список > Грязи Dead Sea|Лечебная косметика|Расширенный список > Лечебная серия Dead Sea|Расширенный список > Маски Dead Sea|Расширенный список|Сыворотки и маски|Расширенный список > Сыворотки и маски","",""
"Деликатный крем для глаз от Sea of Spa и Bio-Marine","%d0%b4%d0%b5%d0%bb%d0%b8%d0%ba%d0%b0%d1%82%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d0%b4%d0%bb%d1%8f-%d0%b3%d0%bb%d0%b0%d0%b7-%d0%be%d1%82-sea-of-spa-%d0%b8-bio-marine","1937","","Чувствительная область вокруг глаз может высохнуть, но ею часто пренебрегают. Этот легко впитывающийся крем для глаз разглаживает кожу и помогает замедлить процесс старения, сохраняя кожу увлаженной и мягкой. 50мл / 1.7 жидких унций","publish","0","2017-03-18 16:53:41","3","closed","17299","no","no","","530","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/bio-marine-delicate-eye-cream-sea-spa_0.jpg","","simple","Расширенный список > Брэнд Dead Sea|Крема|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Уход за лицом","",""
"Жидкое мыло с черной грязью Мертвого Моря, Dead Sea","%d0%b6%d0%b8%d0%b4%d0%ba%d0%be%d0%b5-%d0%bc%d1%8b%d0%bb%d0%be-%d1%81-%d1%87%d0%b5%d1%80%d0%bd%d0%be%d0%b9-%d0%b3%d1%80%d1%8f%d0%b7%d1%8c%d1%8e-%d0%bc%d0%b5%d1%80%d1%82%d0%b2%d0%be%d0%b3%d0%be-%d0%bc","1938","","Содержит облепиховое масло, витамины и минералы Мертвого Моря. <br>Эффективно очищает кожу, увлажняет ее, блокирует УФ - лучи, стимулирует выработку кожей собственных протеинов и замедляет процесс старения.<br><br>(артикул 16274)","publish","0","2017-03-18 16:53:41","3","closed","16274","no","no","","370","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/black-mud-liquid-soap-dead-sea-products.jpg","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Грязи Dead Sea|Расширенный список > Для душа|Расширенный список > Мыла Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Интенсивный Крем для рук и ногтей Dead Sea с минералами Мертвого моря, маслом Авокадо и Алоэ","%d0%b8%d0%bd%d1%82%d0%b5%d0%bd%d1%81%d0%b8%d0%b2%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d0%b4%d0%bb%d1%8f-%d1%80%d1%83%d0%ba-%d0%b8-%d0%bd%d0%be%d0%b3%d1%82%d0%b5%d0%b9-dead-sea-%d1%81-%d0%bc","1939","","Защищает кожу рук и питает ногти. Обогащен Алоэ Вера, маслом Авокадо, витамином Е. Смягчает кожу и делает более упругой . 100ml (артикул 17394)","publish","0","2017-03-18 16:53:51","3","closed","17394","no","no","","370","","","","","","","visible","instock","no","no","none","","","no","","","","","","","","","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Грязи Dead Sea|Крема|Расширенный список > Крема|Лечебная косметика|Расширенный список|Расширенный список > Уход за кожей рук и ног|Уход за телом","",""
"Интенсивный крем для рук с минералами Мертвого Моря","%d0%b8%d0%bd%d1%82%d0%b5%d0%bd%d1%81%d0%b8%d0%b2%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d0%b4%d0%bb%d1%8f-%d1%80%d1%83%d0%ba-%d1%81-%d0%bc%d0%b8%d0%bd%d0%b5%d1%80%d0%b0%d0%bb%d0%b0%d0%bc%d0%b8","1940","","Самый интенсивный и питательный минеральный крем для рук продукциии Dead Sea .<br>Очень эффективно увлажняет, питает и восстанавливает поврежденную чувствительную кожу, содержит комплекс масел и витамин Е.","publish","0","2017-03-18 16:53:55","3","closed","15805","no","no","","1820","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/alternative-plus-intensive-hand-cream-dead-sea-minerals.jpg","","simple","Расширенный список > Брэнд Dead Sea|Крема|Расширенный список > Крема|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Уход за кожей рук и ног|Уход за телом","",""
